EldTimer_titleCycle_long,70 Hour Week \,Semana de 70 Horas \,,
overlays::completeStopscompletionCodeRequiredError,A %1$s completion code is required \,Se %1$s requiere completar el código \,,
mapaddLoadrequiredDateError,A %1$s date is required \,Se %1$s requiere la fecha \,,
mapaddLoadrequiredError,A %1$s is required. \,Se %1$s requiere. \,,
PDRA_lunchAlreadyReattempting,A new lunch stop request is pending. Please wait for it to finish.,Está pendiente la parada para comer. Espere a que termine el proceso.,,
core_workflow_notification_message_trip_added,A New Trip %1$s was Added \,Se agregó %1$s un nuevo viaje \,,
inAppNotificationMessage,A new update is available for Maven. \,Hay una actualización en Maven. \,,
overlays::mergeStopsrouteRequiredError,A route is required \,Se requiere una ruta,,
toastMessages::routeWithStopsCannotBeDeleted,A route with stops cannot be deleted. Please remove all stops and try again.,No se puede borrar una ruta con paradas. Por favor elimine todas las paradas y vuelve a intentarlo.,,
PDRF_illegalReorderSameDay,A same day delivery cannot be ordered before the matching pickup.,No se puede ordenar un envío el mismo días antes de la hora de la búsqueda.,,
SW_requiredError,A signature is required \,Requiere firma \,,
core_workflow_notification_message_stop_modified,A Stop %1$s has been Modified \,Se ha modificado %1$s una parada \,,
overlays::mergeStopsstopLocationRequiredError,A stop location is required \,Se requiere una nueva parada \,,
overlays::changeTerminalrequiredTerminalError,A terminal is required. \,Se requiere una terminal. \,,
forgot_password_text,A%1$s has been sent to %2$s with a link to reset your password. \,Una%1$s se ha enviado %2$s con la liga para actualizar su contraseña. \,,
routeStatusaborted,Aborted \,Suspendido \,,
PDDPST_button_accRequired,ACC Required \,Se requiere ACC \,,
accept,Accept \,Aceptado \,,
ELDAE_acceptEdits,Accept Edits \,Acepte los cambios \,,
ELDCRT_certifyLogLayout_acceptEditRecertifyButtonText,Accept Edits and Recertify \,Acepte los cambios y Recertifique \,,
TNF_PD_acceptRoute,ACCEPT ROUTE \,ACEPTE LA RUTA \,,
TNF_PD_acceptStop,ACCEPT STOP \,ACEPTE LA PARADA\,,
CW_workflow_action_accept_trip,Accept Trip \,Acepte el viaje \,,
ACC_title_text,Accessorials \,Accesorios \,,
PDBCD_acc_text,Accessorials \,Accesorios \,,
PDBCD_acc_text,Accessorials \,Accesorios \,,
PDPPSH_specialPickupServices_title,Accessorials \,Accesorios \,,
DeepLink_host,accounts.mavenmachines.com \,accounts.mavenmachines.com \,,
message_acknowledged_speech,Acknowledgement received. \,Reconocimiento recibido. \,,
toastMessages::actionCannotBeCompletedOffline,Action cannot be completed while offline. \,No se puede completar la acción sin acceso a internet. \,,
ELDHF_actionItem_tabIndicator,ACTION ITEMS \,OBJETOS DE ACCIÓN \,,
ELDAIF_noActionItemsText,Action Items will appear here when you have business to take care of.\,Los objetos de acción aparecerán aquí cuando tenga algo que hacer.\,,
completed_stop_status_incomplete,Action Required: Stop Incomplete \,Acción requerida: Parada Incompleta \,,
maprouteActionsModaltitle,Actions \,Acciones \,,
gridrouteGridactiveRoutes,Active Routes \,Rutas Activas \,,
ELDCCRS_rrulesetChangedSuccess,Active Ruleset Successfully Changed. \,Reglas activas cambiadas con éxito. \,,
active_battery_speech,Active talk time remaining %s \,Tiempo activo que resta para hablar %s \,,
CW_trip_tripActiveTimeTitle,ACTIVE TIME: \,TIEMPO ACTIVO: \,,
ELDEXEP_adverseDrivingText,AD \,AD \,,
overlays::sameDayaddDelivery_other,Add Deliveries \,Agregar entregas \,,
overlays::sameDayaddDelivery_plural,Add Deliveries \,Agregar entregas \,,
overlays::sameDayaddDelivery,Add Delivery \,Agregar entrega \,,
PDNS_addDeliveryToStop,Add Delivery To Stop \,Agregar entrega a una parada \,,
overlays::routeOverlayaddDriver,Add Driver \,Agregar chofer \,,
ELDDLOF_add_driver_license_number_and_state,Add Driver License Number and State \,Agregar el número de la licencia y estado del chofer \,,
PDIDF_add_driver_license_number_and_state,Add Driver License Number and State \,Agregar el número de la licencia y estado del chofer \,,
PDIDF_add_driver_license_number_and_state,Add Driver License Number and State \,Agregar el número de la licencia y estado del chofer \,,
ELDDSCF_toolbar_title,Add HOS Event \,Agregar evento HOS \,,
mapaddLoadaddLoad,Add Load \,Agregar carga \,,
mapaddLoadtitle,Add Load \,Agregar carga \,,
maprouteListaddLoad,Add Load \,Agregar carga \,,
PDSHI_addNewShipment_pickupOnly,Add New Pickup \,Agregar nueva recolección \,,
PDSHI_addNewShipment_pickupOnly,Add New Pickup \,Agregar nueva recolección \,,
PDSHI_addNewShipmentDetail,Add New Pickup or Delivery \,Agregar nueva recolección o entrega \,,
ISCGF_add_page_button,Add Page \,Agregar página \,,
ELDEDIT_toolbarTitle_addEvent,Add Past Duty Status \,Agregar estatus pasado \,,
ELDLECF_editTabTitle,Add Past Duty Status \,Agregar estatus pasado \,,
ELDEVF_addPastEventButton_text,ADD PAST EVENT \,AGREGAR EVENTO PASADO \,,
ISCGF_add_photo_button,Add Photo \,Agregar fotografía \,,
MDPV_empty_title,Add photo of %1$s \,Agregar fotografía de %1$s \,,
MDPV_empty_title,Add photo of %1$s \,Agregar fotografía de %1$s \,,
PDSHI_addPickupRequest,Add Pickup Request \,Agregar pedido de recolección \,,
PDRF_actionsAddPro,Add pro number \,Agregar número pro \,,
PDRF_addProLabelText,Add Pro Number \,Agregar número pro \,,
PDNS_addProToStop,Add PRO Number To Stop \,Agregar número PRO a la parada \,,
overlays::sameDaytitle,Add Same Day Delivery \,Agregar entrega del mismo día \,,
overlays::stopActionsaddSameDay,Add Same Day Delivery \,Agregar entrega del mismo día \,,
PDDPD_deliveryNotesHeader_text,Add Shipment Note \,Agregar nota de envió \,,
PDRF_actionsAddStop,Add stop \,Agregar parada \,,
PDRF_addStopText,Add Stop \,Agregar parada \,,
PDRF_addStopLabelText,Add Stop Details \,Agregar detalles de la parada \,,
PD_SDH_drawable_addSwap_text,ADD SWAP \,AGREGAR SWAP \,,
inbound::confirmPlanModaladdToPlan,Add to Plan \,Agregar al Plan \,,
inbound::sideBaraddToPlan,Add to Plan \,Agregar al Plan \,,
overlays::sameDayaddingDelivery_other,Adding Deliveries \,Agregando entregas \,,
overlays::sameDayaddingDelivery_plural,Adding Deliveries \,Agregando entregas \,,
overlays::sameDayaddingDelivery,Adding Delivery \,Agregando entrega \,,
ELDFRM_additionalNotesInputLayout_title,Additional Notes \,Notas adicionales \,,
pdca_header_call_ahead_other,Additional Shipment Phone Details \,Detalles adicionales del teléfono de entrega \,,
inbound::shipmentsOverviewaddress,Address \,Dirección \,,
PDCC_status_1218,Address Incorrect \,Dirección Incorrecta \,,
PDCSDF_addressIncorrect,Address Incorrect \,Dirección Incorrecta \,,
ELDWE_pendingEditTitleText,Admin Edit Pending \,Actualización de Administración Pendiente \,,
ELDAE_adminEditsRequested,Admin edit requested \,Actualización de Administración pedida \,,
ELDEXEP_adverseDrivingShortTitle,Adverse Driving \,Conducción adversa \,,
ELDEXEP_adverseDrivingLabelText,Adverse Driving Exception \,Excepción de Conducción adversa \,,
ELDEXEP_ADExceptionNteHint,Adverse Driving Exception Note \,Nota de excepción de Conducción adversa \,,
message_confirm_prompt_speech,"After the beep, please nod or say OK to confirm message received or say repeat to hear again.","Cuando escuche el sonido, por favor asiente con la cabeza o diga OK para confirmar el mensaje recibido o o diga repetir para escucharlo nuevamente.",,
TNF_violationAudioWarning_shift,Aitch O Ess Violation approaching. Please go off duty in the next %s.\,Se acerca violación de Aitch O Ess. Por favor descanse en %s.\,,
TNF_violationAudioWarning_other,Aitch O Ess Violation approaching. Please stop driving in the next %s.,Se acerca violación de Aitch O Ess. Por favor deje de manejar en %s.,,
ELDTZ_timezoneItem_Alaska,Alaska \,Alaska \,,
filtersstopAssignmentStatusall,All Assignment Statuses \,Todos los estatus asignados \,,
filterscompletionStatusall,All Completion Statuses \,Todos los estatus terminados \,,
filtersdriversall,All Drivers \,Todos los choferes \,,
MDUQ_success,All images uploaded! \,Se han subido todas las imágenes! \,,
filtersphysicalStatusall,All Physical Statuses \,Todos los estatus físicos \,,
filtersplanningStatusall,All Planning Statuses \,Todos los estatus de planeación \,,
filtersrouteStatusall,All Route Statuses \,Todos los estatus de ruta \,,
filtersshipmentTagsall,All Shipment Tags \,Todas las marcas de envíos \,,
filtersstopTypeall,All Stop Types \,Todos los tipos de paradas \,,
mapsideBarallStops,All Stops \,Todas las paradas \,,
maptodaysDispatchNavigationallStops,All Stops \,Todas las paradas \,,
stopsallStops,All Stops \,Todas las paradas \,,
PDRF_cannotStartRearrange,"All stops are resolved, nothing to reorder. \","Todas las paradas han sido resueltas, nada que reordenar. \",,
PDRCV_allStopsComplete,All Stops Complete! \,Todas las paradas completas! \,,
filtersvehiclesall,All Vehicles \,Todos los vehículos \,,
filterszonesall,All Zones \,Todas las zonas \,,
no_code,Already have a Maven account? \,Ya tienes cuenta de Maven? \,,
PDRF_reattemptLunchStopRouteError,An error fetching route data has occurred. Please try again or call your dispatcher.,Error al buscar información de la ruta. Intenta de nuevo o llama a tu despachador.,,
overlays::undoSameDayerror,An error occurred when undoing same day delivery. Please try again.\cf,Error al quitar la entrega del mismo días. Intente de nuevo.,,
overlays::sameDayerror,An error occurred. Please try again. \,Error. Intente de nuevo. \,,
overlays::undoSameDayunexpectedError,An error occurred. Please try again. \,Error. Intente de nuevo. \,,
errorsinvalidRequest,An invalid request was made \,Solicitud inválida. \,,
searchPageunexpectedError,An unexpected error has occurred \,Error inesperado \,,
mapaddLoadunexpectedError,An unexpected error has occurred. \,Error inesperado. \,,
overlays::completeStopsunexpectedError,An unexpected error has occurred. \,Error inesperado. \,,
layoutunexpectedError,An unexpected error has occurred. Please refresh this page and try aga,Error inesperado. Por favor recargue la página e intente de nuevo. ,,
PDRF_addProNumberErrorServer,An unexpected error has occurred. Please try again or call your dispat,Error inesperado. Por favor intente de nuevo y llame a su despachador.,,
maprouteActionsModalunknownError,An unknown error has occurred \,Error desconocido \,,
PDRA_mergeStops_error_unknown,An unknown error has occurred. Please call your dispatcher. \,Error desconocido. Por favor llame a su despachador. \,,
PDRA_returnToTerminal_error_unknown,An unknown error has occurred. Please call your dispatcher. \,Error desconocido. Por favor llame a su despachador. \,,
PDRF_addProNumberErrorUnknown,An unknown error has occurred. Please call your dispatcher. \,Error desconocido. Por favor llame a su despachador. \,,
inAppNotificationTitle,An Update is Available \,Actualización disponible \,,
details_half_speech,and a half \,y medio \,,
PDLS_instructions,Any lunch taken under 30 minutes requires an explanation for why your,Cualquier hora del almuerzo que tome menos de 30 minutos requiere explicación ,,
ServerComm_badRequest_apiNotSupported,API not supported. \,API no soportado. \,,
PPF_settingsTitle,App Settings \,Configuración de la Aplicación \,,
NDF_appVersion,App v %1$s \,Aplicación v %1$s \,,
details_text_app_version,App Version %1$s \,Versión de la Aplicación %1$s \,,
PDRF_stopItem_stopTime_appt,Appt %1$s - %2$s \,Cita %1$s - %2$s \,,
PD_SDH_stopTime_appt,Appt %1$s - %2$s \,Cita %1$s - %2$s \,,
PDCC_status_1216,Appt Needed \,Se requiere cita \,,
PDCSDF_appointmentNeeded,Appt Needed \,Se requiere cita \,,
CL_onDutyPopup_text,Are you continuing your previous work day or starting a new one? \,¿Está continuando el día de trabajo anterior o comenzando uno nuevo? \,,
PDSPC_completeAgainDialogMessage,Are you sure that you want to process this shipment again? \,¿Está seguro de que desea procesar la entrega de nuevo? \,,
ELDAE_cancelRequestModalDialogMessage,Are you sure you want to cancel this request? \,¿Está seguro de que quiere cancelar la solicitud? \,,
change_id_warning,Are you sure you want to change your Company and Driver ID? \,¿Está seguro de que quiere cambiar el ID de la compañía y chofer? \,,
ISCGF_cancel_alert_message,Are you sure you want to discard your changes? \,¿Está seguro de que quiere borrar los cambios? \,,
PDLS_interruptionConfirmWarningWithText,Are you sure you want to end your lunch early for the reason below?<br,¿Está seguro de que quiere terminar su tiempo de comida temprano por la razón debajo?<br,,
PDLS_interruptionNoReasonsText,Are you sure you want to end your lunch early? \,¿Está seguro de que quiere terminar su tiempo de comida temprano? \,,
PDMNSDF_text,Are you sure you want to make this stop your next stop? \,¿Está seguro de que quiere que ésta parada sea la parada siguiente? \,,
ELDTZ_timezoneItem_Arizona,Arizona \,Arizona \,,
stopsTablearrivalTime,Arrival time \,Hora de llegada \,,
DriverDash_arriveAtStop,Arrive \,Llegada \,,
PDNS_stopStatusBar_arrivedStatusText,ARRIVE \,LLEGADA \,,
core_workflow_notification_stop_arrived,Arrive at Stop \,Llegada a la Parada \,,
TNF_PD_arriveTerminal,Arrive at Terminal \,Llegada a la Terminal \,,
overlays::routeOverlayarriveAtTerminal,Arrive at Terminal \,Llegada a la Terminal \,,
CW_workflow_action_arrive_stop,Arrive Stop \,Parada de llegada \,,
PDATF_actionButton,Arrive Terminal \,Terminal de llegada \,,
PDATF_actionButton,Arrive Terminal \,Terminal de llegada \,,
PDSC_stopArriveTime,Arrive Time \,Hora de llegada \,,
completed_stop_status_arrived_name,Arrived \,Ha llegado \,,
inbound::statusarrived,ARRIVED \,LLEGADO \,,
stopsTablearrivedAt,"Arrived at \{\{time, h:mm a\}\} \","Llego a las \{\{time, h:mm a\}\} \",,
DriverDash_partnerArriveAtAvailable,arrived at %1$s \,llegó a las %1$s \,,
PDRF_arrivedTime,Arrived at %1$s \,Llego a las %1$s \,,
completed_stop_arrival_time,Arrived at %1$s \,Llego a las %1$s \,,
stopBoxarrivedAt,Arrived at %1$s \,Llego a las %1$s \,,
PDRSL_atTerminal_arrived,Arrived Terminal \,Terminal de llegada \,,
TNF_PD_arrivedAt,Arriving at %1$s \,Llegando a las %1$s \,,
TNF_PD_arrivedAtLocationAtTime,Arriving at %1$s at %2$s \,Llegando a las %1$s at %2$s \,,
DriverDash_arrivingAt,Arriving at: \,Llegando a las: \,,
maprouteListtitleAssign,Assign \,Asignar \,,
overlays::multiStopOverlayassign,Assign \,Asignar \,,
gridstagedStopsListassignAll,Assign All To Driver \,Asignar a un chofer \,,
overlays::stopOverlayoverlayActionsassignStop,Assign Stop \,Asignar parada \,,
overlays::stopOverlayoverlayActionsassignToName,Assign To %1$s \,Asignar a %1$s \,,
maprouteInfoBoxassignToRoute,Assign to Route \,Asignar a la ruta \,,
common::assigned,Assigned \,Asignado \,,
utilBarsearchassignedStatus,Assigned \,Asignado \,,
filtersstopAssignmentStatusassigned,Assigned Stops \,Paradas asignadas \,,
overlays::stopOverlayassignmentDetailsassignedTo,Assigned To \,Asignado \,,
filtersstopAssignmentStatustitle,Assignment Status \,Estatus de asignación \,,
PDSD_shipmentDetails_titleText,Associated Shipments \,Entregas asociadas \,,
overlays::stopOverlay::shipmentsList::title,Associated Shipments \,Entregas asociadas \,,
PDRSL_at,At %1$s \,En %1$s \,,
TNF_PD_atTime,at %1$s \,en %1$s \,,
routeStatusatStop,At Stop \,En la parada \,,
routeStatusatTerminalArrived,At Terminal Arrived \,Llegó a la Terminal \,,
routeStatusatTerminalDeparting,At Terminal Departing \,Saliendo de la Terminal \,,
ELDTZ_timezoneItem_AtlanticTime_Canada,Atlantic Time (Canada) \,Hora Atlántica (Canadá) \,,
PDSPC_accRequired,Attempted - ACC Required \,Intentado – Se requiere ACC \,,
PDCC_status_1224,Attempted - Unable To Access \,Intentado – No se logró el acceso \,,
PDSPC_unableAccessDifferentEquipment,Attempted - Unable to Access \,Intentado - No se logró el acceso \,,
VSLF_attemptingToConnect_withVdaTruckNum,"Attempting to connect to VDA [%1$s] (Truck # [%2$s]). Please be patient, this may take up to two minutes.","Intentado conectarse a VDA %1$s (Truck # %2$s). Por favor tenga paciencia, esto puede tardar hasta dos minutos.",,
VSLF_attemptingToConnect_withVdaNum,Attempting to connect to VDA [%1$s]. Please be patient. Connecting can take up to two minutes.,Intentado conectarse a VDA %1$s. Por favor tenga paciencia. Conectarse puede tardar hasta 2 minutos.,,
VSLF_attemptingToConnect_default,Attempting to connect to VDA. Please be patient. Connecting can take up to two minutes.,Intentado conectarse a VDA. Por favor tenga paciencia. Conectarse puede tardar hasta 2 minutos.,,
trip_details_attributes,Attributes: %1$s \,Atributos: %1$s \,,
PDLS_lunchAuthorized,Authorized by %1$s \,Autorizado por %1$s \,,
linehaul_auto_swap,Auto Swap \,Intercambio de tráiler \,,
MAPSF_toast_autoZoomActivated,Auto Zoom Activated \,Auto Zoom Activado \,,
PD_ELD_autoLunchCanceled,Automatic Lunch Canceled \,Tiempo de comida automático cancelado \,,
PD_ELD_autoLunchComplete,Automatic Lunch Completed \,Tiempo de comida automático terminado \,,
PD_ELD_autoLunchStart,Automatic Lunch Started \,Tiempo de comida automático ha comenzado \,,
AUF_autoSignOutToast,Automatically logged out due to invalid session \,Se terminó la sesión en automático debido a sesión inválida \,,
routeStatusavailableCap,AVAILABLE \,DISPONIBLE \,,
inbound::sideBarheader,Available Freight \,Transporte disponible \,,
VSLF_descHeaderText,Available VDAs \,VDAs disponibles \,,
CUTF_backButtonText,Back \,Atrás \,,
FORM_backButton,Back \,Atrás \,,
PDBBV_backButton_text,back \,atrás \,,
PDPPSH_backButton_contentDesc,back \,atrás \,,
PDPPST_backButton_contentDesc,back \,atrás \,,
UAFleftChevronDesc,Back \,Atrás \,,
back,Back \,Atrás \,,
PDBBV_backButton_contentDescription,Back Button \,Botón hacia atrás \,,
header::backToSearch,Back to Search \,Regrese a la búsqueda \,,
PDDPST_buttonBadAddress_text,Bad Address \,Dirección incorrecta \,,
CAMFRAG_detection_result_bad_angle,Bad angle \,Ángulo incorrecto \,,
CAMFRAG_detection_result_bad_angle,Bad angle \,Ángulo incorrecto \,,
CAMFRAG_detection_result_perspective,Bad perspective \,Perspectiva incorrecta \,,
CAMFRAG_detection_result_perspective,Bad perspective \,Perspectiva incorrecta \,,
BSD_warning,Barcode `%1$s` is not a valid %2$s \,Código de barras `%1$s` inválido %2$s \,,
BSD_warningEmpty,Barcode is not a valid %1$s \,Código de barras inválido %1$s \,,
barrels_definition,barrels \,barriles \,,
ACC_before8OrAfter5,Before 8am or After 5pm\ \,Antes de las 8am o después de las 5pm\ \,,
PDNS_stopStatusButton_arrivedStatusText,Begin Loading/Unloading \,Comience a cargar/Descargando \,,
PDLS_beginLunch,Begin lunch \,Comience su tiempo de comida \,,
PDNS_stopStatusButton_departedStatusText,Begin Next Stop \,Comience su próxima parada\,,
PDTSDF_beginRoute_button,Begin Route \,Comience su ruta \,,
PDTSDF_beginRoute_button,Begin Route \,Comience su ruta \,,
PDTSDF_departAndBeginRoute_button,Begin Route \,Comience su ruta \,,
PDTSDF_beginRoute_title,Begin Route %1$s \,Comience su ruta %1$s \,,
PDTSDF_beginRoute_title,Begin Route %1$s \,Comience su ruta %1$s \,,
PDCC_status_1210,Beyond Bus Hrs \,Después de horario de autobús \,,
PDDPST_beyondBusinessHours,Beyond Bus Hrs \,Después de horario de autobús \,,
bolbol,Bill of Lading \,Guía de carga \,,
PDPPBF_billOfLadingInfo,Bill of Lading Information \,Información de la guía de carga \,,
PDPPST_titleText,Bill of Lading Information \,Información de la guía de carga \,,
PDPPST_bolThumbnail,Bill of Lading Thumbnail \,Imagen de la guía de carga \,,
VSLF_bluetooth,Bluetooth \,Bluetooth \,,
WSV_bluetooth,Bluetooth \,Bluetooth \,,
VSLF_bluetoothContentDesc,Bluetooth Status Icon \,Ícono de estatus de Bluetooth \,,
PDDPD_bolNumberHeader_text,BOL Number \,Número BOL \,,
permission_explanation_permanent_denied,"<br>        On the following page, please select Permissions and grant us all permissions.
        Otherwise, the Maven Co-Pilot™ headset will not be able to function","<br>         En la página siguiente, seleccione Permisos y concédanos todos los permisos.
         De lo contrario, los auriculares Maven Co-Pilot™ no podrán funcionar",,
permission_explanation_location,<br>        The location permission lets us show your position on the map.,<br>        El permiso de la ubicación muestra su posición en el mapa.,,
permission_explanation_device_state,<br>        The read phone state permission lets us associate this device with your account.,<br>        El permiso de lectura del estado del teléfono nos permite asociar este dispositivo con su cuenta.,,
copilot_firmware_upgrade_notification,"<br>        This update, should only take thirty seconds.<br>        W",<br>        Esta actualización tomará 30 segundos .<br>        W,,
